directorID,directorName
patrick_lussier,Patrick Lussier
georges_lautner,Georges Lautner
amy_ziering_kofman,Amy Ziering Kofman
jeff_tremaine,Jeff Tremaine
charles-stone-iii,Charles Stone III
stefan_ruzowitzky,Stefan Ruzowitzky
dylan_kidd,Dylan Kidd
rich_christiano,Rich Christiano
jeff_daniels,Jeff Daniels
michael_lembeck,Michael Lembeck
1144588-peter_mattei,Peter Mattei
nils_tavernier,Nils Tavernier
pascale_bailly,Pascale Bailly
tom_rice,Tom Rice
_0131064,Art Camacho
carlos_carrera,Carlos Carrera
neil_burger,Neil Burger
paul_justman,Paul Justman
jeonghyang_lee,Jeong-hyang Lee
robert_harmon,Robert Harmon
kari_skogland,Kari Skogland
emeric_pressburger,Emeric Pressburger
1006266-paul_gross,Paul Gross
cy_endfield,Cy Endfield
laurence_malkin,Laurence Malkin
bill_corcoran,Bill Corcoran
1145736-neil_marshall,Neil Marshall
_0337529,Kjell Grede
paul_bales,Paul Bales
yves_robert,Yves Robert
_0873385,Massimo Troisi
howard_r_cohen,Howard R. Cohen
burt_reynolds,Burt Reynolds
jean_girault,Jean Girault
joe-flood,Joe Flood
gus_trikonis,Gus Trikonis
tim_mccann,Tim McCann
marcus_raboy,Marcus Raboy
rebecca_miller,Rebecca Miller
jesse_moss,Jesse Moss
seth_kearsley,Seth Kearsley
dan_hoskins,Dan Hoskins
gregor-schnitzler,Gregor Schnitzler
ruud_van_hemert,Ruud van Hemert
maurice_phillips,Maurice Phillips
larry_charles,Larry Charles
_0752922,Eldar Ryazanov
petter_naess,Petter Naess
meir_zarchi,Meir Zarchi
franc-reyes,Franc Reyes
kurt_wimmer,Kurt Wimmer
tyler_perry,Tyler Perry
derek_burbidge,Derek Burbidge
juliusz_machulski,Juliusz Machulski
jonas_cornell,Jonas Cornell
uwe_boll,Uwe Boll
tim_burstall,Tim Burstall
_0290371,Pietro Francisci
les_blank,Les Blank
robert_allman,Robert Allman
cetin_inanc,Çetin Inanç
charles_stone_iii,Charles Stone
1140240-tom_brady,Tom Brady
achero_manas_ii,Achero Mañas
juan_carlos_fresnadillo,Juan Carlos Fresnadillo
jiang_wen,Wen Jiang
denzel_washington,Denzel Washington
1128833-marc_lawrence,Marc Lawrence
cathy_malkasian,Cathy Malkasian
nick_love,Nick Love
gerd_oswald,Gerd Oswald
norman_panama,Norman Panama
josh_becker,Josh Becker
simon_langton,Simon Langton
dale_stelly,Dale Stelly
freddie_francis,Freddie Francis
arnaud_desplechin,Arnaud Desplechin
william_cameron_menzies,William Cameron Menzies
ray_burdis,Ray Burdis
thomas_michael_donnelly,Thomas Michael Donnelly
rob_marshall,Rob Marshall
menno_meyjes,Menno Meyjes
doug_mcgrath,Doug McGrath
nicolas_cage,Nicolas Cage
richard_whorf,Richard Whorf
robert_parrish,Robert Parrish
michael_coldewey,Michael Coldewey
ruggero_deodato,Ruggero Deodato
todd_louiso,Todd Louiso
george_clooney,George Clooney
meghna-gulzar,Meghna Gulzar
steve_guttenberg,Steve Guttenberg
1106491-lee_rose,Lee Rose
fernando_meirelles,Fernando Meirelles
elia_suleiman,Elia Suleiman
ole_christian_madsen,Ole Christian Madsen
edward_james_olmos,Edward James Olmos
romuald_karmakar,Romuald Karmakar
jonathan_wacks,Jonathan Wacks
julien_duvivier,Julien Duvivier
david_greenwalt,David Greenwalt
othmar_schmiderer,Othmar Schmiderer
martina_kudlacek,Martina Kudlácek
perry_henzell,Perry Henzell
james_neilson,James Neilson
tony_giglio,Tony Giglio
reggie-rock-bythewood,Reggie Rock Bythewood
keith-fulton,Keith Fulton
lucky_mckee,Lucky McKee
john_boulting,John Boulting
thaddeus_osullivan,Thaddeus O'Sullivan
kristoffer_tabori,Kristoffer Tabori
ryu_murakami,Ryu Murakami
hans_alfredson,Hans Alfredson
tony_aboyantz,Tony Aboyantz
richard_t_heffron,Richard T. Heffron
eric_till,Eric Till
jerry_belson,Jerry Belson
mikael_ekman,Mikael Ekman
slava_tsukerman,Slava Tsukerman
charlton_heston,Charlton Heston
ettore_scola,Ettore Scola
dave_diamond,Dave Diamond
w_scott_peake,W. Scott Peake
joe_layton,Joe Layton
chris_marker,Chris Marker
pierre_de_moro,Pierre De Moro
_0073322,Alain Berbérian
stephen_weeks,Stephen Weeks
derek_jarman,Derek Jarman
bruce_campbell,Bruce Campbell
1028754-tom_kennedy,Tom Kennedy
ian_sharp,Ian Sharp
serif-goren,Serif Gören
robert_j_rosenthal,Robert J. Rosenthal
gary_hardwick,Gary Hardwick
mark_steven_johnson,Mark Steven Johnson
steve_trenbirth,Steve Trenbirth
lee_hirsch,Lee Hirsch
kwontaek_im,Kwon-taek Im
laetitia_colombani,Laetitia Colombani
_0525141,John Luessenhop
robert_dalva,Robert Dalva
guy_green,Guy Green
tom_hunsinger,Tom Hunsinger
suzanne_bier,Susanne Bier
gregory_mars_martin,"Gregory ""Mars"" Martin"
michael_petroni_ii,Michael Petroni (II)
mark_moskowitz,Mark Moskowitz
martin_bell,Martin Bell
matthew_irmas,Matthew Irmas
dover_koshashvili,Dover Koshashvili
danny_huston,Danny Huston
alex_smith,Alex Smith
tom_graeff,Tom Graeff
1044588-jeffrey_reiner,Jeffrey Reiner
tae-gyun-kim,Tae-gyun Kim
_0637615,Gaspar Noé
glen_morgan,Glen Morgan
erik_skjoldbjaerg,Erik Skjoldbjaerg
jonas-akerlund,Jonas Åkerlund
rakhshan_bani_etemad,Rakhshan Bani Etemad
monte_hellman,Monte Hellman
valentine_davies,Valentine Davies
1041809-james_hill,James Hill
eric_brevig,Eric Brevig
heywood_gould,Heywood Gould
law_chun_lone,Law Chun Lone
hideo_nakata,Hideo Nakata
karen_everett,Karen Everett
carlos_reygadas_barquin,Carlos Reygadas Barquín
mort_nathan,Mort Nathan
_0705655,Ed Radtke
francis-glebas,Francis Glebas
daniel_g_karslake,Daniel G. Karslake
vilgot_sjoman,Vilgot Sjöman
robert_bresson,Robert Bresson
michael_mayer_vi,Michael Mayer (VI)
wang-hong-wei,Hongwei Wang
chris_rock,Chris Rock
peter_sollett,Peter Sollett
david_teboul,David Teboul
daniel_petrie_sr,Daniel Petrie Sr
damian_pettigrew,Damian Pettigrew
josee_dayan,Josée Dayan
shinichiro_watanabe,Shinichirô Watanabe
ed_solomon,Ed Solomon
aki_kaurismaeki,Aki Kaurismäki
justin_lin,Justin Lin
wiebke_von_carolsfeld,Wiebke von Carolsfeld
austin_chick,Austin Chick
linda_mendoza,Linda Mendoza
jacques_perrin,Jacques Perrin
anders_thomas_jensen,Anders Thomas Jensen
sam_jones,Sam Jones
henry_winkler,Henry Winkler
mitch_davis,Mitch Davis
malcolm_mowbray,Malcolm Mowbray
gerard_lauzier,Gérard Lauzier
rick_de_oliveira,Rick de Oliveira
matt_dillon,Matt Dillon
_0577332,Jordan Melamed
karen_moncrieff,Karen Moncrieff
john_malkovich,John Malkovich
bahman_ghobadi,Bahman Ghobadi
alfredo_de_villa,Alfredo De Villa
baltasar_kormakur,Baltasar Kormákur
stan_lathan,Stan Lathan
joel_silberg,Joel Silberg
tamas-sas,Tamas Sas
angela_christlieb,Angela Christlieb
kristen_coury,Kristen Coury
aj-schnack,AJ Schnack
emanuele_crialese,Emanuele Crialese
andrew_stanton,Andrew Stanton
andrew_jarecki,Andrew Jarecki
peter_sehr,Peter Sehr
rouben_mamoulian,Rouben Mamoulian
george_sherman,George Sherman
jean_xavier_de_lestrade,Jean-Xavier de Lestrade
abe_levitow,Abe Levitow
catherine_morshead,Catherine Morshead
da_pennebaker,D.A. Pennebaker
dziga_verto,Dziga Vertov
robert_flaherty,Robert J. Flaherty
steve_yeager,Steve Yeager
henrigeorges_clouzot,Henri-Georges Clouzot
david_drury,David Drury
francesco_rosi,Francesco Rosi
billy_ray,Billy Ray
_0718008,Lucas Reiner
john-eng,John Eng
1162568-scott_roberts,Scott Roberts
bryan_lewis,Bryan Lewis
eric_eason,Eric Eason
pavel_lungin,Pavel Lungin
jed_weintrob,Jed Weintrob
mariano_barroso,Mariano Barroso
dw_griffith,D.W. Griffith
_0821813,Monica Stambrini
johnny_to,Johnny To
habib-azar,Habib Azar
michael_steinberg,Michael Steinberg
spencer_williams,Spencer Williams
jack_cardiff,Jack Cardiff
_0668227,Clark L. Paylow
_0417691,Zoran Janjic
dean_murphy,Dean Murphy
leslie_megahey,Leslie Megahey
louis_leterrier,Louis Leterrier
patrick_gilmore_iii,Patrick Gilmore (III)
karim_ainouz,Karim Ainouz
aleksandr_rogozhkin,Aleksandr Rogozhkin
eitan_gorlin,Eitan Gorlin
tim_fywell,Tim Fywell
juan_luis_iborra,Juan Luis Iborra
clare_kilner,Clare Kilner
jordan_susman,Jordan Susman
matteo_garrone,Matteo Garrone
lucas_belvaux,Lucas Belvaux
kei-kumai,Kei Kumai
manny_nathan_hahn,Manny Nathan Hahn
gregor_jordan,Gregor Jordan
todd_graff,Todd Graff
antonio-serrano,Antonio Serrano
fernando_leon_de_aranoa,Fernando León de Aranoa
gavin-grazer,Gavin Grazer
duncan-gibbins,Duncan Gibbins
helen_stickler,Helen Stickler
sandra_werneck,Sandra Werneck
david_webb_peoples,David Webb Peoples
craig_ferguson,Craig Ferguson
clark_johnson,Clark Johnson
shinsuke_sato,Shinsuke Sato
dana_brown,Dana Brown
pier_paolo_pasolini,Pier Paolo Pasolini
arthur_borman,Arthur Borman
karl_slovin,Karl Slovin
leonard_kastle,Leonard Kastle
casey_la_scala,Casey La Scala
stephen_chow,Stephen Chow
delphine_gleize,Delphine Gleize
jonathan-prince,Jonathan Prince
lynn_roth,Lynn Roth
jaume_colletserra,Jaume Collet-Serra
gabriel_axel,Gabriel Axel
gonzalo_suarez,Gonzalo Suárez
damian_harris,Damian Harris
david_winters,David Winters
yasujiro_ozu,Yasujiro Ozu
sherman_alexie,Sherman Alexie
robert_hamer,Robert Hamer
eugene_lourie,Eugène Lourié
william_gazecki,William Gazecki
1013265-james_robinson,James Robinson
christian_frei,Christian Frei
anand_patwardhan,Anand Patwardhan
jts_moore,J.T.S. Moore
julia_query,Julia Query
1050543-jeremy_thomas,Jeremy Thomas
alastair_fothergill,Alastair Fothergill
gordon_chan,Gordon Chan
vladimir_michalek,Vladimír Michálek
efram_potelle,Efram Potelle
agustin_diaz_yanes,Agustín Díaz Yanes
gabriel_baur,Gabriel Baur
diego_lerman,Diego Lerman
neema_barnette,Neema Barnette
alan_hruska,Alan Hruska
emilio_martinez_lazaro,Emilio Martínez Lázaro
bryan-gunnar-cole,Bryan Gunnar Cole
paul_f_ryan,Paul F. Ryan
michael_edwards,Michael Edwards
greg_pritikin,Greg Pritikin
everett_lewis,Everett Lewis
larry_peerce,Larry Peerce
bruce_a_evans,Bruce A. Evans
george_englund,George Englund
gene_kelly,Gene Kelly
howard_storm,Howard Storm
jeff_lieberman,Jeff Lieberman
mariejeanne_pascal,Marie-Jeanne Pascal
nick_willing,Nick Willing
morgan_spurlock,Morgan Spurlock
tom_peosay,Tom Peosay
eytan_fox,Eytan Fox
hamlet_sarkissian,Hamlet Sarkissian
emile_gaudreault,Émile Gaudreault
david_hillenbrand,David Hillenbrand
nicolas_philibert,Nicolas Philibert
_0158984,Sylvain Chomet
stephanie-black,Stephanie Black
ashutosh_gowariker,Ashutosh Gowariker
jeff_bates,Jeff Bates
frank_beyer,Frank Beyer
peter-clifton,Peter Clifton
gilles_mimouni,Gilles Mimouni
harley_cokeliss,Harley Cokeliss
richard_tuggle,Richard Tuggle
hert_bochner,Hert Bochner
alan_rafkin,Alan Rafkin
david_slade,David Slade
elem_klimov,Elem Klimov
john_fawcett,John Fawcett
edward_montagne,Edward Montagne
gene_cajayon,Gene Cajayon
lewis_coates,Luigi Cozzi
jeffrey_porter,Jeffrey Porter
1196732-andrew_robinson,Andrew Robinson
john_cardos,John 'Bud' Cardos
ron-casden,Ron Casden
james_b_harris,James B. Harris
jeanpierre_denis,Jean-Pierre Denis
kevin_seymour,Kevin Seymour
michael_karbelnikoff,Michael Karbelnikoff
eric_byler,Eric Byler
donald_tevey,Donald Tevey
lab_ky_mo,Lab Ky Mo
thomas_mccarthy,Thomas McCarthy
felipe_lacerda,Felipe Lacerda
john-robert-hoffman,John Robert Hoffman
mark_decena,Mark Decena
1041173-richard_day,Richard Day
asif_kapadia,Asif Kapadia
christine_jeffs,Christine Jeffs
aaron-blaise,Aaron Blaise
todd_stephens,Todd Stephens
jane_anderson,Jane Anderson
claude_lanzmann,Claude Lanzmann
william_reilly,William Reilly
bob_gale,Bob Gale
1140857-mark_frost,Mark Frost
john_m_stahl,John M. Stahl
xiaogang-feng,Xiaogang Feng
danny_pang,Danny Pang
alfred_e_green,Alfred E. Green
sidney_lanfield,Sidney Lanfield
stuart_urban,Stuart Urban
peter_fonda,Peter Fonda
john_rawlins,John Rawlins
mark_rucker,Mark Rucker
liz_garbus,Liz Garbus
1147008-andrew_gurland,Andrew Gurland
larry_wachowski,Larry Wachowski
kim-bartley,Kim Bartley
robert_cary,Robert Cary
philip_boston,Philip Boston
rolf-schubel,Rolf Schubel
marina_de_van,Marina de Van
richard_curtis,Richard Curtis
nathaniel_kahn,Nathaniel Kahn
lauren_lazin,Lauren Lazin
steve_anderson_v,Steve Anderson (V)
bo_welch,Bo Welch
chinyen_yee,Chin-yen Yee
scott_hamilton_kennedy,Scott Hamilton Kennedy
aaron_lubarsky,Aaron Lubarsky
deryn_warren,Deryn Warren
jeanfrancois_brunet,Jean-Francois Brunet
cheryl_dunye,Cheryl Dunye
mario_van_peebles,Mario Van Peebles
kaj_munk,Kaj Munk
carl_theodor_dreyer,Carl Theodor Dreyer
robert_wiene,Robert Wiene
edwin_s_porter,Edwin S. Porter
arthur_allan_seidelman,Arthur Allan Seidelman
_0504297,Michael Lessac
bernt-amadeus-capra,Bernt Amadeus Capra
zbigniew_rybczynski,Zbigniew Rybczynski
stephen_higgins,Stephen Higgins
james_orr,James Orr
charles_laughton,Charles Laughton
1047603-david_parker,David Parker
kinji_fukasaku,Kinji Fukasaku
bill_murray,Bill Murray
1066196-rodrigo_garcia,Rodrigo García
thornton_freeland,Thornton Freeland
bj_alexander,B.J. Alexander
zhuangzhuang_tian,Zhuangzhuang Tian
john_cassavetes,John Cassavetes
lloyd_bacon,Lloyd Bacon
wesley_ruggles,Wesley Ruggles
marcel_camus,Marcel Camus
zeze_gamboa,Zeze Gamboa
norman_mcleod,Norman McLeod
thomas_riedelsheimer,Thomas Riedelsheimer
christian_carion,Christian Carion
tom_mankiewicz,Tom Mankiewicz
william_butler,William Butler
_0411030,Teruo Ishii
nicolas_echevarria,Nicolás Echevarría
mark_jones,Mark Jones
hiroyuki_yamaga,Hiroyuki Yamaga
richard_friedman,Richard Friedman
tom_gilroy,Tom Gilroy
david_schwimmer,David Schwimmer
pablo_trapero,Pablo Trapero
jonathan-karsh,Jonathan Karsh
bille_woodruff,Bille Woodruff
samir,Samir Naqqash
a_dean_bell,A. Dean Bell
troy_beyer,Troy Beyer
anderson_paul,Anderson Paul
peter_webber,Peter Webber
jonathan_kesselman,Jonathan Kesselman
vadim_perelman,Vadim Perelman
1045357-john_henderson,John Henderson
patty_jenkins,Patty Jenkins
sue_brooks,Sue Brooks
jeanclaude_brisseau,Jean-Claude Brisseau
joan_churchill,Joan Churchill
nuri_bilge_ceylan,Nuri Bilge Ceylan
david_ogden_stiers,David Ogden Stiers
1151855-joseph_kahn,Joseph Kahn
siddiq_barmak,Siddiq Barmak
george_axelrod,George Axelrod
roy_boulting,Roy Boulting
brian_goodman,Brian Goodman
eugene_levy,Eugene Levy
bob_odenkirk,Bob Odenkirk
brad_mirman,Brad Mirman
omar_naim,Omar Naim
jacques_tati,Jacques Tati
henry_levin,Henry Levin
paolo_barzman,Paolo Barzman
louis_j_gasnier,Louis J. Gasnier
phil_karlson,Phil Karlson
lq_jones,L.Q. Jones
coleman_francis,Coleman Francis
alf-sjoberg,Alf Sjöberg
ken_hughes,Ken Hughes
chatrichalerm_yukoi,Chatrichalerm Yukoi
robert_luketic,Robert Luketic
_0831321,Chris Stokes
c_jay_cox,C. Jay Cox
gavin_oconnor,Gavin O'Connor
larry_blamire,Larry Blamire
joseph_b_vasquez,Joseph B. Vasquez
rory-kelly,Rory Kelly
allan_burns,Allan Burns
1059518-alexander_hall,Alexander Hall
tony_cinciripini,Tony Cinciripini
william_crain,William Crain
bob_kelljan,Bob Kelljan
_0720411,Dale Resteghini
andy_warhol,Andy Warhol
lisa_gottlieb,Lisa Gottlieb
bent_hamer,Bent Hamer
manuel_boursinhac,Manuel Boursinhac
francois_dupeyron,François Dupeyron
richard_c_sarafian,Richard C. Sarafian
bruno_bozzetto,Bruno Bozzetto
luis_estrada,Luis Estrada
albert_parker,Albert Parker
david_green,David Green
greg_pak,Greg Pak
charles_s_dutton,Charles S. Dutton
mark_cross,Mark Cross
wolfgang_becker,Wolfgang Becker
pamela_yates,Pamela Yates
stuart_heisler,Stuart Heisler
aric-avelino,Aric Avelino
1171929-james_marsh,James Marsh
cliff_owen,Cliff Owen
luke_greenfield,Luke Greenfield
nir_bergman,Nir Bergman
john-walter,John Walter
robert_ramirez,Robert Ramirez
rosanna_arquette,Rosanna Arquette
dagur_kari,Dagur Kári
john_sanford,John Sanford
matthew_ryan_hoge,Matthew Ryan Hoge
damian_nieman,Damian Nieman
julie_bertuccelli,Julie Bertuccelli
bruno_dumont,Bruno Dumont
alex-steyermark,Alex Steyermark
gilberto_de_anda,Gilberto de Anda
stewart_raffill,Stewart Raffill
_0006860,Damian Lee
a_edward_sutherland,A. Edward Sutherland
rafal_zielinski,Rafal Zielinski
_0343522,Randi Grossack
jon_keeyes,Jon Keeyes
dagmar_schindel_hildebrad,Dagmar Schindel-Hildebrad
julian_hernandez,Julian Hernandez
david_mackenzie,David Mackenzie
david_c_thomas,David C. Thomas
michael_burke,Michael Burke
daniel_taplitz,Daniel Taplitz
herman_shumlin,Herman Shumlin
daniela_thomas,Daniela Thomas
albert_maysles,Albert Maysles
mark_kitchell,Mark Kitchell
cornel_wilde,Cornel Wilde
nunnally_johnson,Nunnally Johnson
michael_davis_ii,Michael Davis (II)
jean_kounen,Jean Kounen
masaki_kobayashi,Masaki Kobayashi
arthur_hilton,Arthur Hilton
jack_messitt,Jack Messitt
joe_wright,Joe Wright
vincent_sherman,Vincent Sherman
donna_deitch,Donna Deitch
_0587706,Stuart Millar
tony_gatlif,Tony Gatlif
david_snedeker,David Snedeker
andrew-gallerani,Andrew Gallerani
stu_pollard,Stu Pollard
kim_longinotto,Kim Longinotto
shirley-sun,Shirley Sun
ram_sathya,Ram Sathya
michael_vejar,Michael Vejar
michael_reeves,Michael Reeves
syd_macartney,Syd Macartney
laurence_olivier,Laurence Olivier
carlos_marcovich,Carlos Marcovich
joseph_brooks,Joseph Brooks
victor_heerman,Victor Heerman
steven_seagal,Steven Seagal
glen_goei,Glen Goei
nick_hurran,Nick Hurran
michael_showalter,Michael Showalter
paul_lazarus,Paul Lazarus
dmitri_vasilyev,Dmitri Vasilyev
_0576913,Michael Meinhardt
marco_tullio_giordana,Marco Tullio Giordana
thanit_jitnukul,Thanit Jitnukul
mihalis_kakogiannis,Mihalis Kakogiannis
charles_trowbridge,Charles Trowbridge
james_b_clark,James B. Clark
francisco_j_lombardi,Francisco J. Lombardi
roko_belic,Roko Belic
bill_melendez,Bill Melendez
_0754328,Olli Saarela
ken_klein,Ken Klein
janet_greek,Janet Greek
jesus_salvador_trevino,Jesús Salvador Treviño
john_a_alonzo,John A. Alonzo
sergei_bondarchuk,Sergei Bondarchuk
john_gatins,John Gatins
jed_mortenson,Jed Mortenson
gerardo-vera,Gerardo Vera
dan_klores,Dan Klores
_0944981,Greg Yaitanes
christian_zubert,Christian Zubert
ss_wilson,S.S. Wilson
brent_maddock,Brent Maddock
michael_rubbo,Michael Rubbo
_0532467,Lorene Machado
victor_halperin,Victor Halperin
_0319241,John Gilling
peter_sasdy,Peter Sasdy
david_swift,David Swift
shigehiro_ozawa,Shigehiro Ozawa
yu_wang,Yu Wang
jeff_probst,Jeff Probst
walter_ruttmann,Walter Ruttmann
hiroyuki_nakano,Hiroyuki Nakano
paul_wendkos,Paul Wendkos
stacy-cochran,Stacy Cochran
marc_singer_ii,Marc Singer (II)
bava,Bava
edward_lachman,Edward Lachman
wai-keung-lau,Wai-keung Lau
ji_woon_kim,Ji-woon Kim
jang_hyunsoo,Jang Hyun-soo
sam_green,Sam Green
jon_sherman_ii,Jon Sherman (II)
david_monahan,David Monahan
pavel_chukhraj,Pavel Chukhraj
hiroyuki-tanaka,Hiroyuki Tanaka
david_jacobson,David Jacobson
1208892-andreas_dresen,Andreas Dresen
jegyu_kang,Je-gyu Kang
lasse_spang_olsen,Lasse Spang Olsen
jean_francois_pouliot,Jean-François Pouliot
gigi_gaston,Gigi Gaston
david_wagreich,David Wagreich
gough_lewis,Gough Lewis
per-fly,Per Fly
moonsang_kim,Moon-Sang Kim
jack_pollexfen,Jack Pollexfen
jeff_gillen,Jeff Gillen
charles_frend,Charles Frend
robert_diaz_leroy,Robert Diaz Leroy
john_korty,John Korty
george_pal,George Pal
hiroyuki_okiura,Hiroyuki Okiura
dick_maas,Dick Maas
roy_del_ruth,Roy Del Ruth
kenji_mizoguchi,Kenji Mizoguchi
david_jones_ii,David Jones (II)
fred_c_newmeyer,Fred C. Newmeyer
alan_arkin,Alan Arkin
tom_mcgrath,Tom McGrath
1072502-marc_connelly,Marc Connelly
busby_berkeley,Busby Berkeley
ellen_hovde,Ellen Hovde
jackson_hunsicker,Jackson Hunsicker
albert_magnoli,Albert Magnoli
deb_hagen,Deb Hagen
george_pollock,George Pollock
william_keighley,William Keighley
thomas_bentley,Thomas Bentley
jessy_terrero,Jessy Terrero
brian_dannelly,Brian Dannelly
_0190859,Alfonso Cuarón
kiyoshi_kurosawa,Kiyoshi Kurosawa
jared_hess,Jared Hess
geoffrey_sax,Geoffrey Sax
1043170-george_b_seitz,George B. Seitz
jack_couffer,Jack Couffer
barbara_bach,Barbara Bach
trevor_moore,Trevor Moore
darryn_welch,Darryn Welch
alan_brown,Alan Brown
lewis_allen,Lewis Allen
genevieve_jolliffe,Geneviève Jolliffe
ja_howe,J.A. Howe
atsuko_fukushima,Atsuko Fukushima
anita_louise,Anita Louise
jane_wagner,Jane Wagner
don_hartman,Don Hartman
bakhtiar_khudojnazarov,Bakhtiar Khudojnazarov
agnes_moorehead,Agnes Moorehead
karin_williams,Karin Williams
albert_lewin,Albert Lewin
pan_nalin,Pan Nalin
garson_kanin,Garson Kanin
conrad_rooks,Conrad Rooks
brian_desmond_hurst,Brian Desmond Hurst
dave_meyers,Dave Meyers
tom_decillo,Tom Decillo
nicholas_winding_refn,Nicolas Winding Refn
edward_cline,Edward F. Cline
rawson_marshall_thurber,Rawson Marshall Thurber
shona_auerbach,Shona Auerbach
chris_delaporte,Chris Delaporte
howard_brookner,Howard Brookner
zev_berman,Zev Berman
christoffer-boe,Christoffer Boe
will-vinton,Will Vinton
laurent_firode,Laurent Firode
josef_fares,Josef Fares
michael_spierig,Michael Spierig
martyn_burke,Martyn Burke
mark_achbar,Mark Achbar
pekka_parikka,Pekka Parikka
1187422-rupert_wyatt,Rupert Wyatt
jean_vigo,Jean Vigo
heiner_carow,Heiner Carow
tim_story,Tim Story
robert_frank,Robert Frank
buster-keaton-jr,Buster Keaton Jr.
hc_potter,H.C. Potter
charles-brabin,Charles Brabin
emmanuel_goldstein,Emmanuel Goldstein
rob_moss,Rob Moss
david-salle,David Salle
james_d_scurlock,James D. Scurlock
imogen_kimmel,Imogen Kimmel
apichart-potipirojn,Apichart Potipirojn
pieter_jan_brugge,Pieter Jan Brugge
hiroshi_morioka,Hiroshi Morioka
joshua-marston,Joshua Marston
1041643-david_greene,David Greene
hubert_cornfield,Hubert Cornfield
jerzy_hoffman,Jerzy Hoffman
john_ford_henry_hathaway,John Ford Henry Hathaway
john_dower,John Dower
michael_mayer,Michael Mayer
paula_van_der_oest,Paula Van der Oest
dick_powell,Dick Powell
ford_beebe,Ford Beebe
agustin_villaronga,Agustí Villaronga
george_mccowan,George McCowan
ladislaus_vajda,Ladislaus Vajda
bernhard_wicki,Bernhard Wicki
stephen_c_apostolof,Stephen C. Apostolof
john_farrow,John Farrow
irving_reis,Irving Reis
antonio_hernandez,Antonio Hernández
nicholas_kazan,Nicholas Kazan
alex_olle,Álex Ollé
martin_stellman,Martin Stellman
james_anderson_viii,James Anderson (VIII)
ray_enright,Ray Enright
daryl_duke,Daryl Duke
ermanno_olmi,Ermanno Olmi
theodore_j_flicker,Theodore J. Flicker
david_l_cunningham,David L. Cunningham
florent_emilio_siri,Florent Emilio Siri
chico_marx,Chico Marx
jackie_kong,Jackie Kong
jacques_rivette,Jacques Rivette
danny_schechter,Danny Schechter
bruce_bilson,Bruce Bilson
cy_howard,Cy Howard
jack_lemmon,Jack Lemmon
peter_israelson,Peter Israelson
michael_oherlihy,Michael O'Herlihy
frank_tuttle,Frank Tuttle
eric_weston,Eric Weston
zach_braff,Zach Braff
_0138893,Marcel Carné
david_lane,David Lane
patrick_leung,Patrick Leung
marcus_adams,Marcus Adams
sung_su_kim,Sung-su Kim
toshiaki_toyoda,Toshiaki Toyoda
kim_sangjin,Kim Sang-jin
jeff_balsmeyer,Jeff Balsmeyer
ryosuke_takahashi,Ryosuke Takahashi
jeanpierre_limosin,Jean-Pierre Limosin
john_curran,John Curran
gene_nelson,Gene Nelson
russ_mayberry,Russ Mayberry
_0703890,John Quinn
bill_cosby,Bill Cosby
lance_rivera,Lance Rivera
paul_abascal,Paul Abascal
ti_west,Ti West
andy_richter,Andy Richter
jan_eliasberg,Jan Eliasberg
paul_rodriguez,Paul Rodriguez
prince,Prince
jeffrey_kramer,Jeffrey Kramer
1001975-richard_brooks,Richard Brooks
jim_kaufman,Jim Kaufman
kevin_s_tenney,Kevin Tenney
1158985-alexander_witt,Alexander Witt
gregory_jacobs,Gregory Jacobs
kerry_conran,Kerry Conran
jeff_nathanson,Jeff Nathanson
eric_louzil,Eric Louzil
bernard_l_kowalski,Bernard L. Kowalski
duncan_roy,Duncan Roy
364630944,Gene Fowler Jr.
rod_hardy,Rod Hardy
melvin_van_peebles,Melvin Van Peebles
bibo_bergeron,Bibo Bergeron
_0005401,Rick Schroder
jordan_roberts,Jordan Roberts
shane_carruth,Shane Carruth
matt_stone,Matt Stone
michael_clancy,Michael Clancy
1066038-richard_moore,Richard Moore
jamie_johnson,Jamie Johnson
bruce_w_smith,Bruce W. Smith
jonathan_caouette,Jonathan Caouette
james_redford,James Redford
eric_small,Eric Small
alain_cavalier,Alain Cavalier
mike_mitchell,Mike Mitchell
1168219-takashi_shimizu,Takashi Shimizu
james_wan,James Wan
_1747652,People of Iraq
vernon_zimmerman,Vernon Zimmerman
don_mancini,Don Mancini
yash_chopra,Yash Chopra
sherm_cohen,Sherm Cohen
michele-bernier,Michèle Bernier
1069974-robert_stone,Robert Stone
paul_feig,Paul Feig
david_s_goyer,David S. Goyer
jerry_lewis,Jerry Lewis
william_karel,William Karel
don_mcguire,Don McGuire
1167705-chris_kennedy,Chris Kennedy
reverge_anselmo,Reverge Anselmo
jack-haley-jr,Jack Haley Jr.
bud_friedgen,Bud Friedgen
1042605-richard_murphy,Richard Murphy
byron_haskin,Byron Haskin
joe_may,Joe May
yann_samuell,Yann Samuell
toni_kalem,Toni Kalem
jehane_noujaim,Jehane Noujaim
kevin_knoblock,Kevin Knoblock
carl_boese,Carl Boese
benjamin_christensen,Benjamin Christensen
grigorij_aleksandrov,Grigori Aleksandrov
simon_brand,Simon Brand
edward_m_sedgwick,Edward M. Sedgwick
charles_reisner,Charles Reisner
405588404,Nikolaj Arcel
ernest_b_schoedsack,Ernest B. Schoedsack
_0176699,Jack Conway
